RowNumber,CustomerId,CustomerId_ref_number,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
294,CUS15590241,15590241,Chuang,750,Spain,Female,34,9,112822.26,1,0,0,150401.53,1
295,CUS15785819,15785819,Shao,681,France,Male,38,3,0,2,1,1,112491.96,0
296,CUS15723654,15723654,Tsao,773,France,Male,25,2,135903.33,1,1,0,73656.38,0
297,CUS15774510,15774510,Tien,714,France,Female,31,4,125169.26,1,1,1,106636.89,0
298,CUS15684173,15684173,Chang,687,Spain,Female,44,7,0,3,1,0,155853.52,1
299,CUS15650068,15650068,Johnson,511,France,Male,58,0,149117.31,1,1,1,162599.51,0
300,CUS15811490,15811490,French,627,France,Male,33,5,0,2,1,1,103737.82,0
301,CUS15803976,15803976,Efremov,694,France,Female,31,10,0,2,1,0,160990.27,0
302,CUS15682541,15682541,Hartley,616,Spain,Female,36,6,132311.71,1,0,0,15462.84,0
303,CUS15695699,15695699,Calabrese,687,France,Male,35,8,0,2,1,0,10334.05,0
304,CUS15624188,15624188,Chiu,712,France,Female,33,6,0,2,1,1,190686.16,0
305,CUS15812191,15812191,Brennan,553,France,Male,33,4,118082.89,1,0,0,94440.45,0
306,CUS15636673,15636673,Onwuatuegwu,667,France,Male,31,1,119266.69,1,1,1,28257.63,0
307,CUS15594898,15594898,Hewitt,731,France,Male,43,2,0,1,1,1,170034.95,1
308,CUS15660211,15660211,Shih,629,Germany,Male,35,7,156847.29,2,1,0,31824.29,0
309,CUS15773972,15773972,Balashov,614,France,Male,50,4,137104.47,1,1,0,127166.49,1
310,CUS15746726,15746726,Doyle,438,Germany,Male,31,8,78398.69,1,1,0,44937.01,0
311,CUS15712287,15712287,Pokrovskii,652,France,Female,80,4,0,2,1,1,188603.07,0
312,CUS15702919,15702919,Collins,729,Germany,Male,30,6,63669.42,1,1,0,145111.37,0
313,CUS15674398,15674398,Russo,642,France,Male,38,3,0,2,0,0,171463.83,0
314,CUS15797960,15797960,Skinner,806,Germany,Female,59,0,135296.33,1,1,0,182822.5,0
315,CUS15631868,15631868,Robertson,744,Spain,Male,36,2,153804.44,1,1,1,87213.33,0
316,CUS15581539,15581539,Atkinson,474,Spain,Male,37,3,0,2,0,0,57175.32,0
317,CUS15662736,15662736,Doyle,559,France,Male,49,2,147069.78,1,1,0,120540.83,1
318,CUS15666252,15666252,Ritchie,706,Spain,Male,42,9,0,2,1,1,28714.34,0
319,CUS15677512,15677512,McEncroe,628,Spain,Female,22,3,0,1,1,0,85426.28,0
320,CUS15626114,15626114,Pearson,429,France,Male,24,4,95741.75,1,1,0,46170.75,0
321,CUS15810834,15810834,Gordon,525,Spain,Female,57,2,145965.33,1,1,1,64448.36,0
322,CUS15678910,15678910,Ts'ai,680,France,Female,30,8,141441.75,1,1,1,16278.97,0
323,CUS15694408,15694408,Lung,749,France,Male,40,1,139290.41,1,1,0,182855.42,1
324,CUS15585215,15585215,Yuan,763,France,Female,31,4,0,2,0,0,50404.72,0
325,CUS15682757,15682757,Pardey,734,France,Male,30,3,0,2,1,0,107640.25,0
326,CUS15736601,15736601,Tai,716,France,Male,35,4,144428.87,1,1,0,134132.65,0
327,CUS15601848,15601848,Scott,594,France,Male,35,2,0,2,1,0,103480.69,0
328,CUS15736008,15736008,Hunter,644,France,Female,46,9,95441.27,1,1,0,108761.05,1
329,CUS15669064,15669064,Mazzanti,671,Germany,Male,35,1,144848.74,1,1,1,179012.3,0
330,CUS15624528,15624528,L?,664,Germany,Male,26,7,116244.14,2,1,1,95145.14,0
331,CUS15598493,15598493,Beach,656,France,Male,50,7,0,2,0,1,72143.44,0
332,CUS15601274,15601274,Hsieh,667,Spain,Female,40,1,146502.07,1,1,0,19162.89,0
333,CUS15702669,15702669,Faulkner,663,Germany,Male,44,2,117028.6,2,0,1,144680.18,0
334,CUS15728669,15728669,Knowles,584,Germany,Female,30,8,112013.81,1,1,0,177772.03,1
335,CUS15742668,15742668,Day,626,Spain,Female,37,6,108269.37,1,1,0,5597.94,0
336,CUS15697441,15697441,Hsueh,485,France,Male,29,7,182123.79,1,1,0,116828.51,1
337,CUS15740476,15740476,Tsao,659,Germany,Female,32,3,150923.74,2,0,1,174652.51,0
338,CUS15648064,15648064,Kennedy,649,France,Male,33,2,0,2,1,0,2010.98,0
339,CUS15636624,15636624,Nwabugwu,805,Spain,Female,39,5,165272.13,1,1,0,14109.85,1
340,CUS15807923,15807923,Young,716,Germany,Female,39,10,115301.31,1,1,0,43527.4,1
341,CUS15745844,15745844,Kerr,642,Germany,Female,40,6,129502.49,2,0,1,86099.23,1
342,CUS15786170,15786170,Tien,659,France,Male,31,4,118342.26,1,0,0,161574.19,0
343,CUS15681081,15681081,Marrero,545,Spain,Female,47,5,0,2,1,1,38970.14,0
344,CUS15684484,15684484,White,543,France,Male,22,8,0,2,0,0,127587.22,0
345,CUS15785869,15785869,Pisano,718,France,Female,25,7,0,2,1,0,30380.12,0
346,CUS15763859,15763859,Brown,840,France,Female,43,7,0,2,1,0,90908.95,0
347,CUS15658935,15658935,Freeman,630,Germany,Female,34,9,106937.05,2,1,0,138275.01,0
348,CUS15747358,15747358,Russell,643,Germany,Male,59,3,170331.37,1,1,1,32171.79,0
349,CUS15735203,15735203,Seleznyov,654,Germany,Female,32,1,114510.85,1,1,1,126143.23,0
350,CUS15576256,15576256,Yusupova,582,France,Male,39,5,0,2,1,1,129892.93,0
351,CUS15659420,15659420,Foley,659,Spain,Male,32,3,107594.11,2,1,1,102416.84,0
352,CUS15593365,15593365,Shih,762,Spain,Male,39,2,81273.13,1,1,1,18719.67,0
353,CUS15777352,15777352,Ikedinachukwu,568,Spain,Female,32,7,169399.6,1,1,0,61936.22,0
354,CUS15812007,15812007,Power,670,Spain,Male,25,6,0,2,1,1,78358.94,0
355,CUS15625461,15625461,Amos,613,France,Female,45,1,187841.99,2,1,1,147224.27,0
356,CUS15739438,15739438,Reed,539,France,Male,30,0,0,2,1,0,160979.66,0
357,CUS15611759,15611759,Simmons,850,Spain,Female,57,8,126776.3,2,1,1,132298.49,0
358,CUS15661629,15661629,Ricci,522,Spain,Male,34,9,126436.29,1,1,0,174248.52,1
359,CUS15633950,15633950,Yen,737,France,Male,41,1,101960.74,1,1,1,123547.28,0
360,CUS15592386,15592386,Campbell,520,France,Male,58,3,0,2,0,1,32790.02,0
361,CUS15803716,15803716,West,706,Spain,Male,28,3,0,2,0,1,181543.67,0
362,CUS15696674,15696674,Robinson,643,Germany,Female,45,2,150842.93,1,0,1,2319.96,1
363,CUS15706365,15706365,Bianchi,648,France,Female,50,9,102535.57,1,1,1,189543.19,0
364,CUS15745088,15745088,Chen,443,Germany,Female,29,9,99027.61,2,1,0,10940.4,0
365,CUS15676715,15676715,Madukaego,640,France,Male,68,9,0,2,1,1,199493.38,0
366,CUS15613085,15613085,Ibrahimova,628,Spain,Female,33,3,0,1,1,1,188193.25,0
367,CUS15633537,15633537,Nolan,540,Germany,Female,42,9,87271.41,2,1,0,172572.64,0
368,CUS15594720,15594720,Scott,460,Germany,Female,35,8,102742.91,2,1,1,189339.6,0
369,CUS15684042,15684042,Blair,636,Germany,Male,34,2,40105.51,2,0,1,53512.16,0
370,CUS15583303,15583303,Monaldo,593,France,Female,29,2,152265.43,1,1,0,34004.44,0
371,CUS15611579,15611579,Sutherland,801,Spain,Male,42,4,141947.67,1,1,1,10598.29,0
372,CUS15774696,15774696,Cole,640,Germany,Female,75,1,106307.91,2,0,1,113428.77,0
373,CUS15694506,15694506,Briggs,611,Germany,Male,31,0,107884.81,2,1,1,183487.98,0
374,CUS15688074,15688074,Gregory,802,Germany,Male,31,1,125013.72,1,1,1,187658.09,0
375,CUS15759537,15759537,Bianchi,717,Germany,Male,35,7,58469.37,2,1,1,172459.39,0
376,CUS15758449,15758449,Angelo,769,France,Female,39,8,0,1,0,1,21016,0
377,CUS15583456,15583456,Gardiner,745,Germany,Male,45,10,117231.63,3,1,1,122381.02,1
378,CUS15667871,15667871,Kerr,572,Spain,Male,35,4,152390.26,1,1,0,128123.66,0
379,CUS15677371,15677371,Ko,629,Spain,Female,30,2,34013.63,1,1,0,19570.63,0
380,CUS15629677,15629677,Distefano,687,Spain,Female,39,2,0,3,0,0,188150.6,1
381,CUS15713578,15713578,Farrell,483,France,Female,50,9,0,2,1,1,111020.24,0
382,CUS15591509,15591509,Milano,690,France,Male,36,7,101583.11,2,1,0,123775.15,0
383,CUS15568240,15568240,Ting,492,Germany,Female,30,10,77168.87,2,0,1,146700.22,0
384,CUS15622993,15622993,Boyd,709,Germany,Male,28,8,124695.72,2,1,0,145251.35,0
385,CUS15689294,15689294,Onyemaechi,705,Germany,Male,44,3,105934.96,1,1,0,82463.69,0
386,CUS15720910,15720910,Black,560,France,Female,66,9,0,1,1,1,15928.49,0
387,CUS15721181,15721181,Oliver,611,Spain,Male,46,6,0,2,1,0,45886.33,0
388,CUS15776433,15776433,Greco,730,Spain,Male,62,2,0,2,1,1,186489.95,0
389,CUS15748936,15748936,Whitehead,709,Spain,Female,45,2,0,2,0,1,162922.65,0
390,CUS15717225,15717225,Ikemefuna,544,France,Female,21,10,161525.96,2,1,0,9262.77,0
391,CUS15685226,15685226,Morrison,712,Germany,Female,29,7,147199.07,1,1,1,84932.4,0
392,CUS15785611,15785611,Onyeoruru,752,Germany,Male,38,3,183102.29,1,1,1,71557.12,0
393,CUS15573456,15573456,Cunningham,648,Spain,Male,46,9,127209,2,1,0,77405.95,1
394,CUS15684548,15684548,Demidov,556,Spain,Male,38,8,0,2,0,0,417.41,1
395,CUS15620505,15620505,Celis,594,Spain,Female,24,0,97378.54,1,1,1,71405.17,0
396,CUS15807432,15807432,Cheng,645,Germany,Female,37,2,136925.09,2,0,1,153400.24,0
397,CUS15584766,15584766,Knight,557,France,Male,33,3,54503.55,1,1,1,371.05,0
398,CUS15612187,15612187,Morin,547,Germany,Male,32,8,155726.85,1,1,0,67789.99,0
399,CUS15762218,15762218,Mills,701,France,Female,39,9,0,2,0,1,145894.9,0
400,CUS15646372,15646372,Outhwaite,616,France,Female,66,1,135842.41,1,1,0,183840.51,1
401,CUS15690452,15690452,Tung,605,France,Male,52,1,63349.75,1,1,0,108887.44,0
402,CUS15747795,15747795,Pai,593,Germany,Female,38,4,129499.42,1,1,1,154071.27,0
403,CUS15781589,15781589,Carpenter,751,Spain,Male,52,8,0,2,0,1,179291.85,0
404,CUS15732674,15732674,Fennell,443,Spain,Male,36,6,70438.01,2,0,1,56937.43,0
405,CUS15642291,15642291,Fontaine,685,France,Male,23,8,0,2,1,1,112239.03,0
406,CUS15692761,15692761,Pratt,718,France,Male,36,9,0,1,1,0,45909.87,0
407,CUS15578045,15578045,Mitchell,538,Spain,Female,49,9,141434.04,1,0,0,173779.25,1
408,CUS15745354,15745354,Franklin,611,Spain,Female,37,4,0,2,1,0,125696.26,0
409,CUS15701376,15701376,K'ung,668,Germany,Male,37,10,152958.29,2,1,1,159585.61,0
410,CUS15691625,15691625,Ko,537,Germany,Female,41,3,138306.34,1,1,0,106761.47,0
411,CUS15566594,15566594,McKenzie,709,Spain,Male,23,10,0,2,0,0,129590.18,0
412,CUS15760431,15760431,Pino,850,France,Male,38,1,0,2,1,1,80006.65,0
413,CUS15686302,15686302,Fisk,745,Spain,Female,31,3,124328.84,1,1,1,140451.52,0
414,CUS15801559,15801559,Chiang,693,Germany,Female,41,9,181461.48,3,1,1,187929.43,1
415,CUS15810432,15810432,Moseley,795,Spain,Male,35,8,0,2,1,0,167155.36,0
416,CUS15809616,15809616,Hsiung,626,Spain,Male,26,8,0,2,0,0,191420.71,0
417,CUS15720559,15720559,Heath,487,Germany,Female,61,5,110368.03,1,0,0,11384.45,1
418,CUS15695632,15695632,Dellucci,556,France,Female,39,9,89588.35,1,1,1,94898.1,0
419,CUS15659843,15659843,Li,643,France,Female,46,6,0,2,0,0,106781.59,0
420,CUS15615624,15615624,De Salis,605,France,Female,28,6,0,2,0,0,159508.52,0
421,CUS15810418,15810418,T'ang,756,Germany,Female,60,3,115924.89,1,1,0,93524.19,1
422,CUS15716186,15716186,Richardson,586,France,Female,38,2,0,2,1,0,87168.46,0
423,CUS15674551,15674551,Fitch,535,Germany,Male,40,7,111756.5,1,1,0,8128.32,1
424,CUS15622834,15622834,Stevenson,678,France,Female,35,4,0,1,1,0,125518.32,0
425,CUS15566111,15566111,Estes,596,France,Male,39,9,0,1,1,0,48963.59,0
426,CUS15784597,15784597,Lattimore,648,France,Male,26,9,162923.85,1,1,0,98368.24,0
427,CUS15652883,15652883,Chung,492,Germany,Male,39,10,124576.65,2,1,0,148584.61,0
428,CUS15806964,15806964,Utz,702,France,Male,45,0,80793.58,1,1,1,27474.81,0
429,CUS15576313,15576313,Wei,486,Germany,Female,40,9,71340.09,1,1,0,76192.21,0
430,CUS15806467,15806467,Boyle,568,Germany,Male,40,1,99282.63,1,0,0,134600.94,1
431,CUS15597602,15597602,Nwachinemelu,619,Germany,Male,57,3,137946.39,1,1,1,72467.99,1
432,CUS15743040,15743040,Kuznetsova,724,Germany,Male,41,2,127892.57,2,0,1,199645.45,0
433,CUS15705521,15705521,Pisani,548,Germany,Female,33,0,101084.36,1,1,0,42749.85,0
434,CUS15595039,15595039,Manna,545,Germany,Female,37,8,114754.08,1,1,0,136050.44,1
435,CUS15799384,15799384,Collier,683,France,Male,33,8,0,1,0,0,73564.44,0
436,CUS15581197,15581197,Ricci,762,France,Female,51,3,99286.98,1,0,1,85578.63,0
437,CUS15693737,15693737,Carr,627,Germany,Female,30,4,79871.02,2,1,0,129826.89,0
438,CUS15624623,15624623,Hs?,516,France,Male,35,10,104088.59,2,0,0,119666,0
439,CUS15783501,15783501,Findlay,800,France,Female,38,2,168190.33,2,1,0,68052.08,0
440,CUS15690134,15690134,Hughes,464,Germany,Female,42,3,85679.25,1,1,1,164104.74,0
441,CUS15782735,15782735,Chukwuemeka,626,France,Female,35,3,0,1,0,0,80190.36,0
442,CUS15611088,15611088,Genovese,790,France,Female,31,9,0,2,1,0,84126.75,0
443,CUS15672145,15672145,Swift,534,France,Female,34,7,121551.58,2,1,1,70179,0
444,CUS15732628,15732628,Ugoji,745,France,Male,46,2,122220.19,1,1,1,118024.1,0
445,CUS15787470,15787470,Parkinson,553,Spain,Male,47,3,116528.15,1,0,0,145704.19,1
446,CUS15803406,15803406,Ross,748,France,Female,26,1,77780.29,1,0,1,183049.41,0
447,CUS15730460,15730460,Oleary,722,France,Male,37,2,0,1,0,0,120906.83,0
448,CUS15644572,15644572,Turnbull,501,France,Male,40,4,125832.2,1,1,1,100433.83,0
449,CUS15694860,15694860,Uspensky,675,France,Female,38,6,68065.8,1,0,0,138777,1
450,CUS15658169,15658169,Cook,778,Spain,Female,47,6,127299.34,2,1,0,124694.99,0
451,CUS15794396,15794396,Newbold,494,Germany,Female,38,7,174937.64,1,1,0,40084.32,0
452,CUS15785798,15785798,Uchechukwu,850,France,Male,40,9,0,2,0,1,119232.33,0
453,CUS15710825,15710825,Ch'en,592,Spain,Male,31,7,110071.1,1,0,0,43921.36,0
454,CUS15668444,15668444,He,590,Spain,Female,44,3,139432.37,1,1,0,62222.81,0
455,CUS15726631,15726631,Hilton,758,France,Female,39,6,127357.76,1,0,1,56577,0
456,CUS15733797,15733797,Sal,506,France,Male,36,5,0,2,1,0,164253.35,0
457,CUS15747960,15747960,Eluemuno,733,France,Male,33,3,0,1,1,1,7666.73,0
458,CUS15634632,15634632,Titus,711,France,Male,38,3,0,2,1,0,68487.51,0
459,CUS15707362,15707362,Yin,514,Germany,Male,43,1,95556.31,1,0,1,199273.98,1
460,CUS15662976,15662976,Lettiere,637,Spain,Male,37,8,0,1,1,1,186062.36,0
461,CUS15732778,15732778,Templeman,468,Germany,Male,29,1,111681.98,2,1,1,195711.16,0
462,CUS15718443,15718443,Chibuzo,539,France,Male,39,3,0,2,1,0,36692.17,0
463,CUS15670039,15670039,Sun,509,Spain,Female,25,3,108738.71,2,1,0,106920.57,0
464,CUS15773792,15773792,Evans,662,France,Female,32,4,133950.37,1,1,1,48725.68,1
465,CUS15613786,15613786,Ogbonnaya,818,Spain,Male,26,4,0,2,1,1,167036.94,0
466,CUS15726032,15726032,Enyinnaya,608,France,Male,33,9,89968.69,1,1,0,68777.26,0
467,CUS15663252,15663252,Olisanugo,850,Spain,Female,32,9,0,2,1,1,18924.92,0
468,CUS15593782,15593782,Brookes,816,Germany,Female,38,5,130878.75,3,1,0,71905.77,1
469,CUS15633283,15633283,Padovano,536,France,Male,35,8,0,2,1,0,64833.28,0
470,CUS15749167,15749167,Fisk,753,France,Male,35,3,0,2,1,1,184843.77,0
471,CUS15759298,15759298,Shih,631,Spain,Male,27,10,134169.62,1,1,1,176730.02,0
472,CUS15683625,15683625,Hare,703,France,Male,37,1,149762.08,1,1,0,20629.4,1
473,CUS15635367,15635367,Muir,774,France,Male,26,2,93844.69,1,1,0,28415.36,0
474,CUS15681705,15681705,Fanucci,785,France,Male,28,8,0,2,1,0,77231.27,0
475,CUS15603156,15603156,Elewechi,571,France,Female,33,1,0,2,1,0,102750.7,0
476,CUS15591986,15591986,Johnston,621,Germany,Male,46,6,141078.37,1,0,0,34580.8,1
477,CUS15798888,15798888,Pisano,605,Germany,Female,31,1,117992.59,1,1,1,183598.77,0
478,CUS15809722,15809722,Ankudinov,611,France,Female,40,8,100812.33,2,1,0,147358.27,0
479,CUS15677538,15677538,Nwokike,569,France,Male,38,7,0,1,1,1,108469.2,0
480,CUS15797736,15797736,Smith,658,France,Male,29,4,80262.6,1,1,1,20612.82,0
481,CUS15695585,15695585,Atkins,788,Spain,Male,34,6,156478.62,1,0,1,181196.76,0
482,CUS15744398,15744398,Burns,525,France,Female,23,5,0,2,1,0,160249.1,0
483,CUS15750658,15750658,Obiuto,798,France,Male,37,8,0,3,0,0,110783.28,0
484,CUS15578186,15578186,Pirozzi,486,Germany,Male,37,9,115217.99,2,1,0,144995.33,0
485,CUS15676519,15676519,George,615,Spain,Male,61,9,0,2,1,0,150227.85,1
486,CUS15637954,15637954,Lewis,730,France,Female,35,0,155470.55,1,1,1,53718.28,0
487,CUS15758639,15758639,Moran,641,France,Male,37,7,0,2,1,0,75248.3,0
488,CUS15613772,15613772,Dalrymple,542,France,Male,39,3,135096.77,1,1,1,14353.43,1
489,CUS15731744,15731744,Carslaw,692,France,Male,30,2,0,2,0,1,130486.57,0
490,CUS15807709,15807709,Kirby,714,Germany,Female,55,9,180075.22,1,1,1,100127.71,0
491,CUS15714689,15714689,Houghton,591,Spain,Male,29,1,97541.24,1,1,1,196356.17,0
492,CUS15699005,15699005,Martin,710,France,Female,41,2,156067.05,1,1,1,9983.88,0
493,CUS15624170,15624170,Tan,639,France,Female,38,4,81550.94,2,0,1,118974.77,0
494,CUS15725679,15725679,Hsia,531,France,Female,47,6,0,1,0,0,194998.34,1
495,CUS15585865,15585865,Westerberg,673,France,Female,38,2,170061.92,2,0,0,134901.34,1
496,CUS15804256,15804256,Hale,765,Germany,Male,36,8,92310.54,2,1,1,72924.56,0
497,CUS15662403,15662403,Kryukova,622,France,Female,32,6,169089.38,2,1,0,101057.95,0
498,CUS15733616,15733616,Sopuluchukwu,806,France,Male,40,5,80613.93,1,1,1,142838.64,0
499,CUS15591995,15591995,Barry,757,Germany,Male,26,8,121581.56,2,1,1,127059.04,0
500,CUS15677020,15677020,Selezneva,570,France,Female,58,8,0,1,0,1,116503.92,1
501,CUS15727688,15727688,Chizuoke,555,Spain,Male,32,4,0,2,1,1,54405.79,0
502,CUS15715941,15715941,Lueck,692,France,Male,54,5,0,2,1,1,88721.84,0
503,CUS15714485,15714485,Udinese,774,France,Male,60,5,85891.55,1,1,0,74135.48,1
504,CUS15730059,15730059,Udobata,638,Spain,Male,44,9,77637.35,2,1,1,111346.22,0
505,CUS15715527,15715527,Freeman,543,Spain,Female,41,4,0,1,0,0,194902.16,0
506,CUS15576623,15576623,Outlaw,584,France,Male,31,5,0,2,1,0,31474.27,0
507,CUS15805565,15805565,Obiuto,691,Germany,Male,30,7,116927.89,1,1,0,21198.39,0
508,CUS15677307,15677307,Lo,684,Germany,Female,40,6,137326.65,1,1,0,186976.6,0
509,CUS15773890,15773890,Okechukwu,733,France,Male,22,5,0,2,1,1,117202.19,0
510,CUS15598883,15598883,King,599,Spain,Female,37,2,0,2,1,1,143739.29,0
511,CUS15568506,15568506,Forbes,524,Germany,Female,31,10,67238.98,2,1,1,161811.23,0
512,CUS15761043,15761043,Macleod,632,Germany,Female,38,6,86569.76,2,1,0,98090.91,0
513,CUS15782236,15782236,Gibbs,735,Spain,Male,34,5,0,2,0,0,71095.41,0
514,CUS15593601,15593601,Isayev,734,France,Male,34,6,133598.4,1,1,1,13107.24,0
515,CUS15682048,15682048,Pisano,605,France,Female,51,3,136188.78,1,1,1,67110.59,1
516,CUS15746902,15746902,Belstead,793,Spain,Male,38,9,0,2,1,0,88225.02,0
517,CUS15752081,15752081,Vassiliev,468,France,Female,56,10,0,3,0,1,62256.87,1
518,CUS15781307,15781307,Schneider,779,Germany,Male,37,7,120092.52,2,1,0,135925.72,0
519,CUS15775912,15775912,Mazzanti,698,France,Male,48,4,101238.24,2,0,1,177815.87,1
520,CUS15745417,15745417,Knipe,707,France,Male,58,6,89685.92,1,0,1,126471.13,0
521,CUS15671256,15671256,Macartney,850,France,Female,35,1,211774.31,1,1,0,188574.12,1
522,CUS15653547,15653547,Madukwe,850,France,Male,56,7,131317.48,1,1,1,119175.45,0
523,CUS15595766,15595766,Watts,527,Spain,Male,37,5,93722.73,2,1,1,139093.73,0
524,CUS15742358,15742358,Humphreys,696,Germany,Male,32,8,101160.99,1,1,1,115916.55,0
525,CUS15763274,15763274,Wu,661,France,Male,48,3,120320.54,1,0,0,96463.25,0
526,CUS15786063,15786063,Chin,776,France,Female,31,2,0,2,1,1,112349.51,0
527,CUS15600258,15600258,Chesnokova,701,France,Male,43,2,0,2,1,1,165303.79,0
528,CUS15573318,15573318,Kung,610,France,Male,26,8,0,2,1,0,166031.08,0
529,CUS15653849,15653849,Lu,572,Germany,Female,48,3,152827.99,1,1,0,38411.79,1
530,CUS15694272,15694272,Nkemakolam,673,France,Male,30,1,64097.75,1,1,1,77783.35,0
531,CUS15736112,15736112,Walton,519,Spain,Female,57,2,119035.35,2,1,1,29871.79,0
532,CUS15749851,15749851,Brookes,702,Spain,Female,26,4,135219.57,1,0,1,59747.63,0
533,CUS15663478,15663478,Baldwin,729,France,Male,32,6,93694.42,1,1,1,79919.13,0
534,CUS15592300,15592300,Mai,543,Spain,Male,35,10,59408.63,1,1,0,76773.53,0
535,CUS15567832,15567832,Shih,550,France,Female,40,7,114354.95,1,1,0,54018.93,0
536,CUS15776780,15776780,He,608,France,Male,59,1,0,1,1,0,70649.64,1
537,CUS15592846,15592846,Fiorentini,639,Germany,Male,35,10,128173.9,2,1,0,59093.39,0
538,CUS15739803,15739803,Lucciano,686,Spain,Male,34,9,0,2,1,0,127569.8,0
539,CUS15794142,15794142,Ferreira,564,Germany,Female,62,5,114931.35,3,0,1,18260.98,1
540,CUS15762729,15762729,Ukaegbunam,745,Germany,Female,28,1,111071.36,1,1,0,73275.96,1
541,CUS15667896,15667896,De Luca,833,France,Male,37,8,151226.18,2,1,1,136129.49,0
542,CUS15626578,15626578,Milne,622,France,Male,26,9,0,2,1,1,153237.59,0
543,CUS15776223,15776223,Davide,597,France,Female,42,4,64740.12,1,1,1,106841.12,0
544,CUS15705953,15705953,Kodilinyechukwu,721,Spain,Male,51,0,169312.13,1,1,0,109078.35,1
545,CUS15802593,15802593,Little,504,France,Female,49,7,0,3,0,1,87822.14,1
546,CUS15615457,15615457,Burns,842,Spain,Female,44,2,112652.08,2,1,0,126644.98,0
547,CUS15708916,15708916,Paterson,587,France,Male,38,0,0,2,1,0,47414.15,0
548,CUS15720187,15720187,Han,479,Germany,Female,30,7,143964.36,2,1,0,41879.99,0
549,CUS15595440,15595440,Kryukova,508,France,Male,49,7,122451.46,2,1,1,75808.1,0
550,CUS15600651,15600651,Ijendu,749,France,Male,24,1,0,3,1,1,47911.03,0
551,CUS15750141,15750141,Reichard,721,Germany,Female,36,3,65253.07,2,1,0,28737.78,0
552,CUS15657284,15657284,Day,674,Germany,Male,47,6,106901.94,1,1,1,2079.2,1
553,CUS15763063,15763063,Price,685,Spain,Female,25,10,128509.63,1,1,0,121562.33,0
554,CUS15709324,15709324,Bruce,417,France,Male,34,7,0,2,1,0,55003.79,0
555,CUS15711309,15711309,Sumrall,574,Germany,Male,33,3,129834.67,1,1,0,193131.42,0
556,CUS15775318,15775318,Lu,590,Spain,Female,51,3,154962.99,3,0,1,191932.27,1
557,CUS15705515,15705515,Lazarev,587,Germany,Male,40,5,138241.9,2,1,0,159418.1,0
558,CUS15634844,15634844,Miller,598,Germany,Male,41,3,91536.93,1,1,0,191468.78,1
559,CUS15717046,15717046,Wentworth-Shields,741,Spain,Male,53,3,0,2,1,1,38913.68,0
560,CUS15571816,15571816,Ritchie,850,Spain,Female,70,5,0,1,1,1,705.18,0
561,CUS15670080,15670080,Mackenzie,584,Germany,Female,29,7,105204.01,1,0,1,138490.03,0
562,CUS15800440,15800440,Power,650,Spain,Male,61,1,152968.73,1,0,1,82970.69,0
563,CUS15665678,15665678,Tan,607,Spain,Male,36,8,158261.68,1,1,1,76744.72,0
564,CUS15665956,15665956,Pendergrass,509,France,Female,46,1,0,1,1,0,71244.59,1
565,CUS15788126,15788126,Evans,689,Spain,Female,38,6,121021.05,1,1,1,12182.15,0
566,CUS15811773,15811773,Hsia,543,France,Male,36,4,0,2,1,1,141210.5,0
